87.0908,104.5181,3.602
86.5868,104.5194,3.612
86.0831,104.5204,3.616
85.5799,104.5217,3.604
85.0786,104.5237,3.616
84.5758,104.5241,3.626
84.0727,104.5257,3.616
83.5692,104.5253,3.616
83.0648,104.5253,3.616
82.5586,104.5253,3.616
82.0538,104.5241,3.616
81.5462,104.5213,3.616
81.0415,104.5209,3.616
80.5364,104.5199,3.606
80.0326,104.5195,3.616
79.5282,104.5187,3.614
78.5178,104.5184,3.616
78.0113,104.5171,3.608
77.5038,104.516,3.618
76.9949,104.5142,3.618
76.4851,104.5127,3.618
75.9717,104.5109,3.628
75.4611,104.5093,3.618
74.9491,104.5072,3.618
74.4386,104.5043,3.628
73.9272,104.5012,3.618
73.4166,104.4984,3.612
72.9062,104.4945,3.622
72.3947,104.4915,3.626
71.8828,104.4884,3.61
71.37,104.4846,3.6
70.856,104.4814,3.604
70.3412,104.4753,3.606
65.1886,105.4551,3.606
65.7058,105.4602,3.606
66.2218,105.464,3.606
66.7384,105.4678,3.606
67.2546,105.4722,3.606
67.7704,105.4755,3.606
68.2859,105.4795,3.606
68.8024,105.4832,3.606
69.3179,105.485,3.606
69.8321,105.4887,3.606
70.3474,105.4922,3.606
70.8627,105.4975,3.606
71.3785,105.5006,3.606
71.8916,105.5031,3.606
72.4043,105.5055,3.606
72.9165,105.5082,3.606
73.4276,105.5114,3.606
73.9389,105.5139,3.606
74.4484,105.5172,3.606
74.9599,105.5196,3.606
75.471,105.5217,3.606
75.9815,105.5233,3.606
76.4953,105.525,3.606
77.0051,105.5264,3.606
77.5133,105.5271,3.606
78.0195,105.5278,3.606
78.5269,105.5285,3.606
79.0323,105.5288,3.606
79.5367,105.5295,3.606
80.0416,105.5302,3.606
80.5465,105.5312,3.606
81.0511,105.5326,3.606
81.556,105.5332,3.606
82.0647,105.5365,3.606
82.5702,105.5367,3.606
83.0755,105.5376,3.606
83.5799,105.5376,3.606
84.0832,105.5371,3.606
84.5863,105.5358,3.606
85.0879,105.5348,3.606
85.5907,105.5344,3.606
86.093,105.5327,3.606
86.5973,105.5324,3.606
87.1017,105.5296,3.606
87.6078,105.5284,3.606
88.1125,105.5262,3.606
88.6161,105.5239,3.606
89.1203,105.5213,3.606
89.6246,105.5217,3.606
90.1303,105.5205,3.606
90.6347,105.5198,3.606
91.1398,105.5176,3.606
91.644,105.5162,3.606
92.1487,105.5142,3.606
96.2147,106.5132,3.606
94.6953,106.5165,3.606
94.1896,106.5169,3.606
93.682,106.5171,3.606
93.1756,106.5195,3.606
92.6673,106.5227,3.606
92.1613,106.5254,3.606
91.6559,106.5279,3.606
91.1517,106.529,3.606
90.6464,106.5313,3.606
90.142,106.5335,3.606
89.637,106.5345,3.606
89.1325,106.5359,3.606
88.626,106.5381,3.606
88.1232,106.539,3.606
87.6188,106.5412,3.606
86.1043,106.5442,3.596
85.6015,106.545,3.606
85.0986,106.5467,3.606
84.5961,106.5482,3.606
84.0934,106.5492,3.606
83.5897,106.5498,3.606
83.0855,106.5502,3.606
82.5807,106.5498,3.606
82.0747,106.5507,3.606
81.5668,106.5472,3.606
81.0619,106.5454,3.606
80.5564,106.5449,3.606
80.052,106.5438,3.606
79.5469,106.5421,3.606
79.0422,106.5412,3.606
77.5219,106.5393,3.596
77.0148,106.5393,3.606
76.505,106.5387,3.606
75.9913,106.5364,3.606
75.4815,106.5353,3.606
74.97,106.5331,3.606
74.4597,106.531,3.606
73.9495,106.5295,3.606
73.4377,106.5262,3.606
72.926,106.5245,3.606
72.4133,106.5218,3.606
71.8999,106.5197,3.606
71.387,106.518,3.606
70.8719,106.5148,3.606
70.3554,106.509,3.606
68.8119,106.4996,3.606
68.2967,106.4968,3.606
67.7805,106.493,3.606
67.2654,106.4894,3.606
66.749,106.486,3.606
66.2327,106.482,3.606
65.7169,106.4777,3.606
65.2006,106.4741,3.606
64.6808,106.4657,3.606
64.1644,106.4613,3.606
63.6475,106.4552,3.606
63.1297,106.4501,3.606
62.6143,106.4455,3.606
62.0985,106.4404,3.606
58.5166,107.433,3.606
59.0283,107.4365,3.606
59.5422,107.4411,3.606
